Fact,Category
Funk bass lines often outline minor 7 chords.,Music Theory - Minor 7th
Soul music thrives on m7 chords.,Music Theory - Minor 7th
R&B ballads often use i7–IVmaj7 progressions.,Music Theory - Minor 7th
Gospel keyboards layer m7 chords richly.,Music Theory - Minor 7th
Jazz guitarists rely on minor 7 voicings.,Music Theory - Minor 7th
Drop-2 and drop-3 m7 voicings are common.,Music Theory - Minor 7th
Pianists voice m7 chords with rootless structures.,Music Theory - Minor 7th
Bassists play roots while pianists play 3–7–9.,Music Theory - Minor 7th
Minor 7th arpeggios are essential exercises.,Music Theory - Minor 7th
Arpeggios outline smooth melodic solos.,Music Theory - Minor 7th
Saxophonists practice m7 arpeggios daily.,Music Theory - Minor 7th
Trumpet players use them in jazz solos.,Music Theory - Minor 7th
Guitarists practice 5-position m7 arpeggios.,Music Theory - Minor 7th
Minor 7 chords are easy to invert.,Music Theory - Minor 7th
Root position = 1–♭3–5–♭7.,Music Theory - Minor 7th
First inversion = ♭3–5–♭7–1.,Music Theory - Minor 7th
Second inversion = 5–♭7–1–♭3.,Music Theory - Minor 7th
Third inversion = ♭7–1–♭3–5.,Music Theory - Minor 7th
Each inversion creates new bass movement.,Music Theory - Minor 7th
Third inversion is particularly smooth.,Music Theory - Minor 7th
Minor 7 chords are often used as passing chords.,Music Theory - Minor 7th
They connect major chords in progressions.,Music Theory - Minor 7th
Example: Cmaj7–Cm7–F7.,Music Theory - Minor 7th
This is a common jazz turnaround.,Music Theory - Minor 7th
Minor 7 chords substitute for half-diminished chords in reharmonization.,Music Theory - Minor 7th
iiø7 ≈ ii m7 with altered extensions.,Music Theory - Minor 7th
Modal interchange borrows m7 chords.,Music Theory - Minor 7th
"From C major, borrow iv7 (Fm7) from C minor.",Music Theory - Minor 7th
This enriches harmony.,Music Theory - Minor 7th
Neo-soul relies on chromatic m7 chord movements.,Music Theory - Minor 7th
D’Angelo used extended m7 chords extensively.,Music Theory - Minor 7th
Erykah Badu employs m7 harmonies.,Music Theory - Minor 7th
Hip-hop beats loop minor 7th samples.,Music Theory - Minor 7th
EDM uses m7 pads for atmospheric textures.,Music Theory - Minor 7th
Ambient music sustains m7 chords for depth.,Music Theory - Minor 7th
Film scores use m7 for sadness and nostalgia.,Music Theory - Minor 7th
Hans Zimmer uses m7 in emotional scenes.,Music Theory - Minor 7th
John Williams sometimes ends cues on m7.,Music Theory - Minor 7th
Minor 7 chords rarely function as cadential chords.,Music Theory - Minor 7th
They are too soft to resolve strongly.,Music Theory - Minor 7th
But they excel in mid-progression use.,Music Theory - Minor 7th
They make ii–V–I smooth.,Music Theory - Minor 7th
They make I–vi–ii–V smoother.,Music Theory - Minor 7th
Pop songs use m7 chords for sophistication.,Music Theory - Minor 7th
Carole King used m7 in “It’s Too Late.”,Music Theory - Minor 7th
Stevie Wonder used Am7 in “Isn’t She Lovely.”,Music Theory - Minor 7th
The Beatles used Em7 in “Something.”,Music Theory - Minor 7th
Elton John loved Fm7 in ballads.,Music Theory - Minor 7th
R&B keyboardists love parallel m7 planing.,Music Theory - Minor 7th
Planing moves the same voicing up and down the scale.,Music Theory - Minor 7th
This creates lush chromatic effects.,Music Theory - Minor 7th
Gospel choirs love chromatic m7 substitutions.,Music Theory - Minor 7th
Minor 7 chords can be stacked into polychords.,Music Theory - Minor 7th
Example: Cm7 over Fm7.,Music Theory - Minor 7th
This creates polytonal clusters.,Music Theory - Minor 7th
Quartal voicings often imply m7 harmony.,Music Theory - Minor 7th
For example: D–G–C–F = Dm7(11).,Music Theory - Minor 7th
Fusion guitarists use m7 chords in comping.,Music Theory - Minor 7th
Jazz pianists add 9ths and 11ths freely.,Music Theory - Minor 7th
This produces lush textures.,Music Theory - Minor 7th
Bill Evans voiced m7 chords with close dissonances.,Music Theory - Minor 7th
McCoy Tyner stacked quartals over m7 roots.,Music Theory - Minor 7th
Miles Davis’ modal jazz used Dm7 vamp in So What.,Music Theory - Minor 7th
“So What” alternates Dm7 and Ebm7.,Music Theory - Minor 7th
This became a modal jazz standard.,Music Theory - Minor 7th
Funk uses Dm7 grooves for jamming.,Music Theory - Minor 7th
James Brown’s bands riffed on m7 chords.,Music Theory - Minor 7th
Tower of Power horn riffs outline m7 harmony.,Music Theory - Minor 7th
Neo-soul grooves sustain m7 pads.,Music Theory - Minor 7th
Rappers often freestyle over m7 loops.,Music Theory - Minor 7th
Classical composers used m7 chords sparingly.,Music Theory - Minor 7th
Debussy used them as color chords.,Music Theory - Minor 7th
Ravel used them in impressionist works.,Music Theory - Minor 7th
Bartók used them in modal folk-inspired works.,Music Theory - Minor 7th
Minor 7th chords occur in folk traditions worldwide.,Music Theory - Minor 7th
Flamenco guitar uses m7 shapes.,Music Theory - Minor 7th
Celtic ballads imply m7 harmonies.,Music Theory - Minor 7th
African folk songs incorporate m7 sonorities.,Music Theory - Minor 7th
Indian ragas outline m7 intervals.,Music Theory - Minor 7th
Middle Eastern maqams contain m7 chord tones.,Music Theory - Minor 7th
Blues uses m7 chords extensively.,Music Theory - Minor 7th
12-bar blues substitutes i7 for i.,Music Theory - Minor 7th
Example: Am7–Dm7–E7.,Music Theory - Minor 7th
Soul-jazz organ grooves often vamp on m7.,Music Theory - Minor 7th
Hammond organists love m7 riffs.,Music Theory - Minor 7th
Guitarists use chord-melody with m7 voicings.,Music Theory - Minor 7th
Pianists play rootless m7 voicings in big bands.,Music Theory - Minor 7th
Horns harmonize over m7 chords in jazz.,Music Theory - Minor 7th
Bass players walk 1–3–5–♭7 patterns.,Music Theory - Minor 7th
Drum grooves match m7 syncopation.,Music Theory - Minor 7th
M7 arpeggios are core to ear training.,Music Theory - Minor 7th
Students learn to sing m7 arpeggios early.,Music Theory - Minor 7th
Interval training uses root-to-♭7 leaps.,Music Theory - Minor 7th
Jazz theory teaches m7 as diatonic to major/minor.,Music Theory - Minor 7th
Functional harmony defines m7 as tonic or predominant.,Music Theory - Minor 7th
ii7 is predominant in major.,Music Theory - Minor 7th
iv7 is predominant in minor.,Music Theory - Minor 7th
i7 is tonic in minor.,Music Theory - Minor 7th
vi7 is tonic substitute in major.,Music Theory - Minor 7th
These functions balance progressions.,Music Theory - Minor 7th
Reharmonization often substitutes m7 for triads.,Music Theory - Minor 7th
Songwriters use m7 for sophistication.,Music Theory - Minor 7th
EDM producers use m7 pads for ambience.,Music Theory - Minor 7th
Neo-classical composers reintroduce m7 in modern works.,Music Theory - Minor 7th
Neuroscience shows listeners hear m7 as “mellow but unresolved.”,Music Theory - Minor 7th
"Major triad = happiness, minor triad = sadness, m7 = soulful sadness.",Music Theory - Minor 7th
It is one of the most emotionally expressive chords.,Music Theory - Minor 7th
Minor 7th chords are central to jazz education.,Music Theory - Minor 7th
They are in all ii–V–I progressions.,Music Theory - Minor 7th
They are core to modal jazz.,Music Theory - Minor 7th
They are central to funk grooves.,Music Theory - Minor 7th
They are essential to neo-soul harmony.,Music Theory - Minor 7th
They are universal across tonal and modal music.,Music Theory - Minor 7th
"The minor 7th chord (1–♭3–5–♭7) remains one of the most expressive, versatile, and soulful harmonies in all of music.",Music Theory - Minor 7th
"A half-diminished 7th chord is built from root, minor 3rd, diminished 5th, and minor 7th.",Music Theory - Minor 7th Flat 5
Its formula is 1–♭3–♭5–♭7.,Music Theory - Minor 7th Flat 5
In Bm7♭5: B–D–F–A.,Music Theory - Minor 7th Flat 5
It is also written as “m7♭5.”,Music Theory - Minor 7th Flat 5
"In classical notation, it is written as “ø7.”",Music Theory - Minor 7th Flat 5
It contains a diminished triad plus a minor 7th.,Music Theory - Minor 7th Flat 5
This makes it less tense than the fully diminished 7th chord.,Music Theory - Minor 7th Flat 5
The chord is dissonant but functional.,Music Theory - Minor 7th Flat 5
It occurs naturally in diatonic harmony.,Music Theory - Minor 7th Flat 5
"In major keys, it appears on viiø7.",Music Theory - Minor 7th Flat 5
In C major: Bm7♭5.,Music Theory - Minor 7th Flat 5
"In minor keys, it appears on iiø7.",Music Theory - Minor 7th Flat 5
In A minor: Bm7♭5.,Music Theory - Minor 7th Flat 5
"Thus, it occurs on the leading-tone in major, and supertonic in minor.",Music Theory - Minor 7th Flat 5
viiø7 in major functions as dominant preparation.,Music Theory - Minor 7th Flat 5
iiø7 in minor functions as predominant.,Music Theory - Minor 7th Flat 5
"In tonal cadences, viiø7 leads to I.",Music Theory - Minor 7th Flat 5
In minor iiø7–V7–i is a common progression.,Music Theory - Minor 7th Flat 5
In C minor: Dø7–G7–Cm.,Music Theory - Minor 7th Flat 5
This is the backbone of minor-key jazz standards.,Music Theory - Minor 7th Flat 5
Half-diminished chords are softer than fully diminished.,Music Theory - Minor 7th Flat 5
They retain the tritone between 3 and ♭7.,Music Theory - Minor 7th Flat 5
But the ♭7 weakens their drive to resolution.,Music Theory - Minor 7th Flat 5
They can substitute for minor 7 chords in progressions.,Music Theory - Minor 7th Flat 5
"In jazz reharmonization, m7♭5 = ivm7 with altered bass.",Music Theory - Minor 7th Flat 5
The chord is symmetrical in intervallic structure.,Music Theory - Minor 7th Flat 5
Root to ♭3 = 3 semitones.,Music Theory - Minor 7th Flat 5
♭3 to ♭5 = 3 semitones.,Music Theory - Minor 7th Flat 5
♭5 to ♭7 = 4 semitones.,Music Theory - Minor 7th Flat 5
This uneven symmetry makes it unique.,Music Theory - Minor 7th Flat 5
It is enharmonically flexible.,Music Theory - Minor 7th Flat 5
Bm7♭5 can pivot between C major and A minor.,Music Theory - Minor 7th Flat 5
Jazz musicians see m7♭5 as essential.,Music Theory - Minor 7th Flat 5
It appears in ii–V–i progressions in minor.,Music Theory - Minor 7th Flat 5
Example: Dø7–G7–Cm7.,Music Theory - Minor 7th Flat 5
Bebop improvisers targeted chord tones of m7♭5.,Music Theory - Minor 7th Flat 5
Saxophonists use enclosures around its 3rd and ♭5.,Music Theory - Minor 7th Flat 5
Pianists voice m7♭5 chords with altered extensions.,Music Theory - Minor 7th Flat 5
Guitarists play compact voicings across 4 strings.,Music Theory - Minor 7th Flat 5
Bassists often outline root–♭5 motion in walking lines.,Music Theory - Minor 7th Flat 5
The Locrian mode fits m7♭5 chords.,Music Theory - Minor 7th Flat 5
In Bm7♭5: B Locrian = B–C–D–E–F–G–A.,Music Theory - Minor 7th Flat 5
This mode contains all chord tones.,Music Theory - Minor 7th Flat 5
Locrian ♮2 scale is also used in jazz.,Music Theory - Minor 7th Flat 5
B Locrian ♮2 = B–C#–D–E–F–G–A.,Music Theory - Minor 7th Flat 5
This avoids the harsh ♭2.,Music Theory - Minor 7th Flat 5
Improvisers use melodic minor scales over m7♭5 chords.,Music Theory - Minor 7th Flat 5
Dorian ♭2 is another option.,Music Theory - Minor 7th Flat 5
The chord resolves smoothly to V7.,Music Theory - Minor 7th Flat 5
"Voice leading moves ♭5 → root of V, ♭7 → 3rd of V.",Music Theory - Minor 7th Flat 5
This explains its dominant preparation role.,Music Theory - Minor 7th Flat 5
Half-diminished 7ths were rare in early classical music.,Music Theory - Minor 7th Flat 5
Baroque composers avoided them.,Music Theory - Minor 7th Flat 5
But Bach used them in chromatic contexts.,Music Theory - Minor 7th Flat 5
Classical composers used them in modulations.,Music Theory - Minor 7th Flat 5
Beethoven used them dramatically in minor works.,Music Theory - Minor 7th Flat 5
Mozart employed them in cadences.,Music Theory - Minor 7th Flat 5
Romantic composers expanded their use.,Music Theory - Minor 7th Flat 5
Chopin used them in nocturnes.,Music Theory - Minor 7th Flat 5
Wagner used them for coloristic effects.,Music Theory - Minor 7th Flat 5
Debussy used them impressionistically.,Music Theory - Minor 7th Flat 5
Ravel used them in jazz-influenced works.,Music Theory - Minor 7th Flat 5
Jazz made them central to harmony.,Music Theory - Minor 7th Flat 5
iiø7–V7–i is a jazz standard turnaround.,Music Theory - Minor 7th Flat 5
Minor blues uses iiø7 progressions.,Music Theory - Minor 7th Flat 5
Bossa nova uses m7♭5 chords frequently.,Music Theory - Minor 7th Flat 5
Jobim used them in “Wave” and “Desafinado.”,Music Theory - Minor 7th Flat 5
Bill Evans voiced them with quartal structures.,Music Theory - Minor 7th Flat 5
McCoy Tyner used stacked 4ths around m7♭5.,Music Theory - Minor 7th Flat 5
Herbie Hancock used them in modal jazz.,Music Theory - Minor 7th Flat 5
Guitarists use drop-2 and drop-3 voicings for ø7 chords.,Music Theory - Minor 7th Flat 5
Pianists often omit the root when playing them in ensembles.,Music Theory - Minor 7th Flat 5
Bass players handle the root.,Music Theory - Minor 7th Flat 5
Saxophonists outline ♭3 and ♭5 in solos.,Music Theory - Minor 7th Flat 5
Trumpeters highlight ♭7 in melodic lines.,Music Theory - Minor 7th Flat 5
Singers find ø7 chords challenging to tune.,Music Theory - Minor 7th Flat 5
Choirs often avoid them unless carefully voiced.,Music Theory - Minor 7th Flat 5
String quartets distribute m7♭5 tones across voices.,Music Theory - Minor 7th Flat 5
Orchestras use them for suspense.,Music Theory - Minor 7th Flat 5
Film scores employ them for unresolved tension.,Music Theory - Minor 7th Flat 5
Bernard Herrmann used them in thrillers.,Music Theory - Minor 7th Flat 5
Zimmer uses them for dark atmospheres.,Music Theory - Minor 7th Flat 5
"In EDM, sampled ø7 loops add cinematic tension.",Music Theory - Minor 7th Flat 5
Trap beats use m7♭5 chords for dissonance.,Music Theory - Minor 7th Flat 5
Lo-fi occasionally cycles m7♭5 for mood.,Music Theory - Minor 7th Flat 5
The chord is softer than a fully diminished 7th.,Music Theory - Minor 7th Flat 5
"Fully diminished adds double-flat 7th, intensifying tension.",Music Theory - Minor 7th Flat 5
"Half-diminished keeps minor 7th, softening it.",Music Theory - Minor 7th Flat 5
This makes it more versatile.,Music Theory - Minor 7th Flat 5
The m7♭5 chord is central to functional minor harmony.,Music Theory - Minor 7th Flat 5
It is also used in modal jazz outside tonal functions.,Music Theory - Minor 7th Flat 5
iiø7 is a bridge between diatonic and chromatic harmony.,Music Theory - Minor 7th Flat 5
It often connects ivm7 to V7.,Music Theory - Minor 7th Flat 5
iiø7–V7–i defines minor key cadences.,Music Theory - Minor 7th Flat 5
iiø7–V7–i is to minor what ii–V–I is to major.,Music Theory - Minor 7th Flat 5
Improvisers memorize arpeggios for ø7 chords.,Music Theory - Minor 7th Flat 5
Arpeggios outline its dissonant color.,Music Theory - Minor 7th Flat 5
Bebop often uses chromatic approaches to chord tones.,Music Theory - Minor 7th Flat 5
Parker inserted chromatic lines around ø7 chords.,Music Theory - Minor 7th Flat 5
Coltrane used cycles of ø7 chords in progressions.,Music Theory - Minor 7th Flat 5
Jazz theory sees m7♭5 as a “predominant minor” chord.,Music Theory - Minor 7th Flat 5
Pop music uses m7♭5 chords less frequently.,Music Theory - Minor 7th Flat 5
Beatles’ “Michelle” contains m7♭5 progressions.,Music Theory - Minor 7th Flat 5
Stevie Wonder sometimes used m7♭5 voicings.,Music Theory - Minor 7th Flat 5
R&B occasionally borrows them for sophistication.,Music Theory - Minor 7th Flat 5
EDM uses samples with ø7 chords.,Music Theory - Minor 7th Flat 5
Gospel occasionally uses them in turnarounds.,Music Theory - Minor 7th Flat 5
"Blues progressions rarely use them, but modern jazz-blues does.",Music Theory - Minor 7th Flat 5
Fusion guitarists use them in complex substitutions.,Music Theory - Minor 7th Flat 5
Jazz pianists reharmonize standards with m7♭5 chords.,Music Theory - Minor 7th Flat 5
iiø7 can replace ii7 in major for color.,Music Theory - Minor 7th Flat 5
Modal interchange borrows ø7 chords from parallel modes.,Music Theory - Minor 7th Flat 5
Lydian ♭7 includes ø7 possibilities.,Music Theory - Minor 7th Flat 5
Melodic minor modes create ø7 harmonies.,Music Theory - Minor 7th Flat 5
Locrian ♮2 is derived from melodic minor.,Music Theory - Minor 7th Flat 5
This is the preferred jazz scale over iiø7.,Music Theory - Minor 7th Flat 5
Classical composers used ø7 as pivot chords.,Music Theory - Minor 7th Flat 5
They modulated with its ambiguity.,Music Theory - Minor 7th Flat 5
Film composers use it to suggest danger or mystery.,Music Theory - Minor 7th Flat 5
Sci-fi scores sustain ø7 pads for alien effects.,Music Theory - Minor 7th Flat 5
Horror uses them for tension before climax.,Music Theory - Minor 7th Flat 5
ø7 chords are challenging for ear training.,Music Theory - Minor 7th Flat 5
Students practice identifying the diminished 5th inside.,Music Theory - Minor 7th Flat 5
Singers learn to resolve ♭5 → 5 in training.,Music Theory - Minor 7th Flat 5
Improvisers must resolve tritone carefully.,Music Theory - Minor 7th Flat 5
Bassists learn to walk through m7♭5 smoothly.,Music Theory - Minor 7th Flat 5
Pianists drill iiø7–V7–i in all keys.,Music Theory - Minor 7th Flat 5
Guitarists practice arpeggios across the neck.,Music Theory - Minor 7th Flat 5
Trumpeters practice patterns through ø7 chords.,Music Theory - Minor 7th Flat 5
Saxophonists use chromatic enclosures around chord tones.,Music Theory - Minor 7th Flat 5
The chord connects tonal and modal harmony.,Music Theory - Minor 7th Flat 5
It bridges between dissonance and consonance.,Music Theory - Minor 7th Flat 5
It is ambiguous—neither purely minor nor diminished.,Music Theory - Minor 7th Flat 5
This ambiguity makes it expressive.,Music Theory - Minor 7th Flat 5
Neuroscience shows listeners perceive it as unstable.,Music Theory - Minor 7th Flat 5
It provokes anticipation without full fear.,Music Theory - Minor 7th Flat 5
"Thus, it works well before cadences.",Music Theory - Minor 7th Flat 5
It conveys mystery in film and games.,Music Theory - Minor 7th Flat 5
It conveys sophistication in jazz.,Music Theory - Minor 7th Flat 5
It conveys tragedy in classical works.,Music Theory - Minor 7th Flat 5
It conveys ambiguity in impressionism.,Music Theory - Minor 7th Flat 5
It conveys tension in gospel.,Music Theory - Minor 7th Flat 5
It conveys unresolved color in R&B.,Music Theory - Minor 7th Flat 5
"Without m7♭5, minor cadences would be weaker.",Music Theory - Minor 7th Flat 5
"Without m7♭5, ii–V–i would lack tension.",Music Theory - Minor 7th Flat 5
The chord is essential in both classical and jazz theory.,Music Theory - Minor 7th Flat 5
It exists in every key in 12TET.,Music Theory - Minor 7th Flat 5
It remains one of the most versatile dissonant chords.,Music Theory - Minor 7th Flat 5
It balances tension and stability uniquely.,Music Theory - Minor 7th Flat 5
"The half-diminished 7th chord (1–♭3–♭5–♭7) is indispensable in tonal, modal, and jazz harmony.",Music Theory - Minor 7th Flat 5
"A minor 9th chord is built from root, minor 3rd, perfect 5th, minor 7th, and major 9th.",Music Theory - Minor 9th
Its formula is 1–♭3–5–♭7–9.,Music Theory - Minor 9th
In Am9: A–C–E–G–B.,Music Theory - Minor 9th
It is essentially a minor 7 chord with an added 9th.,Music Theory - Minor 9th
"The symbol is Am9, A–9, or Amin9.",Music Theory - Minor 9th
The chord spans five unique pitch classes.,Music Theory - Minor 9th
"It sounds smooth, soulful, and jazzy.",Music Theory - Minor 9th
Minor 9th chords are diatonic to the major scale.,Music Theory - Minor 9th
"In C major, ii9 = Dm9.",Music Theory - Minor 9th
"In A minor, i9 = Am9.",Music Theory - Minor 9th
ii–V–I in C: Dm9–G13–Cmaj9.,Music Theory - Minor 9th
This is the jazz “bread and butter” progression.,Music Theory - Minor 9th
Minor 9th chords are very common in jazz ballads.,Music Theory - Minor 9th
They are also central to R&B harmony.,Music Theory - Minor 9th
Gospel choirs use minor 9ths for lushness.,Music Theory - Minor 9th
The 9th adds color without tension.,Music Theory - Minor 9th
"It differs from minor add9, which lacks the 7th.",Music Theory - Minor 9th
Am add9 = A–C–E–B.,Music Theory - Minor 9th
Am9 = A–C–E–G–B (includes ♭7).,Music Theory - Minor 9th
"Thus, minor 9th chords are fuller and smoother.",Music Theory - Minor 9th
Guitarists love minor 9th chords in funk.,Music Theory - Minor 9th
A common Am9 voicing: 575555.,Music Theory - Minor 9th
Pianists voice minor 9ths rootless for smoother comping.,Music Theory - Minor 9th
Rootless Am9 = C–E–G–B.,Music Theory - Minor 9th
Bass provides the root in ensembles.,Music Theory - Minor 9th
Horn sections play stacked 9th voicings in big band charts.,Music Theory - Minor 9th
"Inversions: 1st = ♭3 in bass, 2nd = 5th, 3rd = ♭7, 4th = 9th.",Music Theory - Minor 9th
Each inversion colors the chord differently.,Music Theory - Minor 9th
"With 9th in bass, the chord feels suspended.",Music Theory - Minor 9th
Modal jazz often vamps on minor 9th chords.,Music Theory - Minor 9th
Miles Davis’ So What implies Dm9 harmony.,Music Theory - Minor 9th
Bill Evans voiced quartal harmonies over Dm9.,Music Theory - Minor 9th
McCoy Tyner expanded Dm9 with 4th stacks.,Music Theory - Minor 9th
Minor 9th chords are perfect for Dorian mode.,Music Theory - Minor 9th
D Dorian over Dm9: D–E–F–G–A–B–C.,Music Theory - Minor 9th
"Aeolian mode fits too, but darker.",Music Theory - Minor 9th
Phrygian mode over m9 adds exotic sound.,Music Theory - Minor 9th
"In functional minor harmony, i9 is tonic.",Music Theory - Minor 9th
iiø7–V7–i9 is a minor cadence.,Music Theory - Minor 9th
In A minor: Bm7♭5–E7–Am9.,Music Theory - Minor 9th
This cadence is common in jazz standards.,Music Theory - Minor 9th
Bossa nova uses minor 9ths extensively.,Music Theory - Minor 9th
Antonio Carlos Jobim wrote F#m9 into progressions.,Music Theory - Minor 9th
Neo-soul harmony thrives on minor 9ths.,Music Theory - Minor 9th
D’Angelo and Erykah Badu use them in grooves.,Music Theory - Minor 9th
R&B ballads often pivot on Am9 chords.,Music Theory - Minor 9th
Stevie Wonder used them in “Knocks Me Off My Feet.”,Music Theory - Minor 9th
Gospel organists voice minor 9ths richly.,Music Theory - Minor 9th
Jazz fusion features extended m9 chords.,Music Theory - Minor 9th
Weather Report layered synth m9 pads.,Music Theory - Minor 9th
Funk basslines often outline m9 arpeggios.,Music Theory - Minor 9th
James Brown’s bands played Cm9 vamps.,Music Theory - Minor 9th
Tower of Power horn riffs highlight m9 tones.,Music Theory - Minor 9th
Lo-fi hip-hop beats cycle minor 9th chords.,Music Theory - Minor 9th
EDM breakdowns sustain m9 pads.,Music Theory - Minor 9th
Film scores use m9s for emotion and depth.,Music Theory - Minor 9th
Zimmer uses m9 in dreamlike atmospheres.,Music Theory - Minor 9th
Williams blends m9 into orchestral love themes.,Music Theory - Minor 9th
Anime soundtracks use m9 for romantic moments.,Music Theory - Minor 9th
Minor 9ths appear in video game soundtracks for mystery.,Music Theory - Minor 9th
"Jazz improvisers target 3, 7, and 9 over m9 chords.",Music Theory - Minor 9th
The 9th is often emphasized in melodic lines.,Music Theory - Minor 9th
Saxophonists favor 9ths in solos.,Music Theory - Minor 9th
Trumpeters leap to 9ths for drama.,Music Theory - Minor 9th
Guitarists bend up to 9ths in blues.,Music Theory - Minor 9th
Pianists arpeggiate m9 chords for texture.,Music Theory - Minor 9th
Vocalists riff on 9ths in R&B melismas.,Music Theory - Minor 9th
The 9th acts as a “melodic extension.”,Music Theory - Minor 9th
Minor 9th chords are great for modulation.,Music Theory - Minor 9th
Pivoting on Am9 can lead to G major or F major.,Music Theory - Minor 9th
The chord can substitute for minor 7 in ii–V–I.,Music Theory - Minor 9th
ii9–V13–Imaj9 is common jazz resolution.,Music Theory - Minor 9th
ii9–V9–Imaj9 is smoother than ii7–V7–I.,Music Theory - Minor 9th
Minor 9ths create “liquid” harmonic movement.,Music Theory - Minor 9th
Planing parallel m9 chords is common in soul.,Music Theory - Minor 9th
Pianists move Cm9–Dm9–Em9 chromatically.,Music Theory - Minor 9th
This creates lush textures.,Music Theory - Minor 9th
Guitarists use m9 chords in funk comping.,Music Theory - Minor 9th
Nile Rodgers often implied m9 voicings.,Music Theory - Minor 9th
Organists use m9 for soulful fills.,Music Theory - Minor 9th
Choir arrangers harmonize with stacked 9ths.,Music Theory - Minor 9th
Jazz big bands voice minor 9ths with brass/woodwinds.,Music Theory - Minor 9th
Classical composers rarely used m9 chords.,Music Theory - Minor 9th
Chopin hinted at them in Romantic piano textures.,Music Theory - Minor 9th
Debussy explored them in impressionism.,Music Theory - Minor 9th
Ravel extended them in modal colors.,Music Theory - Minor 9th
Bartók implied them in modal folk harmonies.,Music Theory - Minor 9th
Schoenberg treated them as vertical sets.,Music Theory - Minor 9th
Contemporary classical composers embrace them.,Music Theory - Minor 9th
Minimalists use m9 arpeggios repetitively.,Music Theory - Minor 9th
Reich stacked repeating m9 chords.,Music Theory - Minor 9th
Glass arpeggiated minor 9ths in cycles.,Music Theory - Minor 9th
Fusion guitarists sweep minor 9 arpeggios.,Music Theory - Minor 9th
Bassists slap m9 outlines in funk.,Music Theory - Minor 9th
Drummers syncopate grooves to match m9 riffs.,Music Theory - Minor 9th
DJs sample m9 chords for smooth vibes.,Music Theory - Minor 9th
R&B singers riff on 9ths during cadences.,Music Theory - Minor 9th
Gospel modulations often pass through m9 chords.,Music Theory - Minor 9th
Soul-jazz organ vamps emphasize m9.,Music Theory - Minor 9th
Blues-jazz hybrids use i9 in slow blues.,Music Theory - Minor 9th
Ear training exercises include m9 identification.,Music Theory - Minor 9th
Students sing m9 arpeggios in solfege.,Music Theory - Minor 9th
Dictation drills include ii9–V7–i9.,Music Theory - Minor 9th
Improvisers learn ii9 arpeggios for bebop.,Music Theory - Minor 9th
Bebop saxophonists encircle 9ths with chromatics.,Music Theory - Minor 9th
Trumpeters resolve 9ths to tonic melodies.,Music Theory - Minor 9th
Pianists voice-lead 9ths to 5ths of V.,Music Theory - Minor 9th
ii9 chords prepare V beautifully.,Music Theory - Minor 9th
The chord’s tension is soft but colorful.,Music Theory - Minor 9th
Neuroscience shows listeners hear m9 as “sad but lush.”,Music Theory - Minor 9th
"Minor triad = sadness, m7 = soulful, m9 = deep soul.",Music Theory - Minor 9th
This explains its use in ballads.,Music Theory - Minor 9th
Pop songs sometimes use m9 for sophistication.,Music Theory - Minor 9th
Beatles’ “Because” hints at m9 harmonies.,Music Theory - Minor 9th
Coldplay uses m9 chords in “Clocks” progression variants.,Music Theory - Minor 9th
Indie bands use m9 for atmosphere.,Music Theory - Minor 9th
Radiohead explores m9 colors in layered textures.,Music Theory - Minor 9th
The 9th enriches otherwise plain progressions.,Music Theory - Minor 9th
"Without the 9th, progressions feel thinner.",Music Theory - Minor 9th
"With the 9th, they feel lush and emotional.",Music Theory - Minor 9th
R&B production loops often cycle i9–IVmaj9.,Music Theory - Minor 9th
This is a classic soul progression.,Music Theory - Minor 9th
Neo-soul uses chromatic descending chains of m9 chords.,Music Theory - Minor 9th
Example: Am9–Abm9–Gm9.,Music Theory - Minor 9th
This planing creates modern textures.,Music Theory - Minor 9th
Gospel pianists move parallel m9 chords for richness.,Music Theory - Minor 9th
EDM producers layer synth m9 stacks.,Music Theory - Minor 9th
Lo-fi uses sampled Rhodes m9 chords.,Music Theory - Minor 9th
Hip-hop beats sample vinyl with m9 loops.,Music Theory - Minor 9th
Jazz-fusion keyboards sustain m9 pads.,Music Theory - Minor 9th
Film composers use them for reflective moods.,Music Theory - Minor 9th
Zimmer layers m9 under strings.,Music Theory - Minor 9th
Williams uses m9s in magical themes.,Music Theory - Minor 9th
"Major vs minor 9ths: major = uplifting, minor = emotional.",Music Theory - Minor 9th
Minor 9 chords exist in all 12 keys.,Music Theory - Minor 9th
"In 12TET, all m9 chords are transposable.",Music Theory - Minor 9th
Just intonation defines 9th as 9:8 ratio above root.,Music Theory - Minor 9th
Equal temperament shifts it slightly.,Music Theory - Minor 9th
This shimmer adds beauty to m9.,Music Theory - Minor 9th
Minor 9th chords blur consonance and dissonance.,Music Theory - Minor 9th
They balance sadness with richness.,Music Theory - Minor 9th
They are one of the most expressive extended chords.,Music Theory - Minor 9th
"Without them, jazz harmony would lack depth.",Music Theory - Minor 9th
"Without them, R&B would lack smoothness.",Music Theory - Minor 9th
"Without them, gospel would lack lushness.",Music Theory - Minor 9th
They symbolize longing and nostalgia.,Music Theory - Minor 9th
They symbolize soul and smoothness.,Music Theory - Minor 9th
They symbolize sophistication and depth.,Music Theory - Minor 9th
The minor 9th chord is universal across styles.,Music Theory - Minor 9th
